,host_response_rate,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5843,0.9,1.0,1.0,1.0,30.0,30.0,1.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5844,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.86,4.71,4.86,5.0,5.0,5.0,5.0,0.15
5845,1.0,1.0,1.0,1.0,30.0,30.0,1.0,30.0,5.0,5.0,4.92,5.0,5.0,5.0,5.0,0.27
5846,0.99,1.0,2.0,1.9,1125.0,1125.0,2.8,1125.0,4.49,4.7,4.69,4.63,4.67,4.58,4.52,1.33
5847,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.93,4.87,4.89,4.76,4.8,4.89,0.99
5848,1.0,1.0,2.0,3.0,90.0,1125.0,2.2,987.9,4.79,4.84,4.92,4.95,4.86,4.88,4.71,1.51
5849,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.6,4.78,4.65,4.76,4.55,4.94,4.64,1.77
5850,0.99,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.94,4.87,4.93,4.7,4.8,5.0,4.87,2.52
5851,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.69,4.83,4.85,4.96,4.94,4.94,4.73,1.05
5852,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.92,4.92,4.67,5.0,4.92,5.0,4.75,0.24
5853,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.88,4.91,4.91,4.92,4.95,4.95,4.76,2.31
5854,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,4.75,4.75,4.5,4.75,5.0,4.75,0.23
5855,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.67,5.0,4.67,5.0,5.0,5.0,4.5,0.15
5856,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.94,4.94,4.9,4.99,4.98,4.96,4.9,1.66
5857,1.0,1.0,3.0,3.0,600.0,600.0,3.0,600.0,4.93,4.94,4.91,4.94,4.96,4.91,4.91,1.11
5858,0.9,1.0,1.6,6.0,365.0,365.0,1.8,365.0,5.0,5.0,4.91,5.0,5.0,4.91,4.82,0.22
5859,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.89,4.93,4.9,4.91,4.87,4.97,4.87,3.56
5860,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.88,4.98,4.93,5.0,5.0,5.0,4.93,0.81
5861,1.0,3.0,1.0,3.0,1125.0,1125.0,1.4,1125.0,4.74,4.78,4.75,4.71,4.6,4.66,4.77,2.17
5862,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.83,4.92,4.92,5.0,5.0,5.0,4.92,0.25
5863,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.62,4.72,4.64,4.79,4.74,4.91,4.68,0.95
5864,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.02
5865,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.78,4.86,4.7,4.89,4.89,4.86,4.78,0.75
5866,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.95,5.0,5.0,5.0,5.0,5.0,4.95,0.44
5867,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.88,4.83,4.79,4.92,4.92,4.75,4.83,0.48
5868,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.58,4.67,4.74,4.63,4.71,4.91,4.62,1.87
5869,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.92,4.94,4.87,4.94,4.92,4.89,4.87,1.1
5870,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.88,5.0,5.0,4.88,4.82,5.0,4.88,0.35
5871,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.81,4.83,4.83,4.94,4.94,4.87,4.87,0.94
5872,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.76,4.93,4.76,4.91,5.0,4.93,4.79,1.65
5873,1.0,1.0,1.0,1.0,370.0,370.0,1.0,370.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22
5874,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.93,4.96,4.82,4.99,5.0,4.96,4.93,2.01
5875,0.89,1.0,3.0,3.0,14.0,14.0,3.0,14.0,4.97,5.0,5.0,4.93,5.0,4.8,4.97,0.63
5876,1.0,1.0,1.0,1.0,100.0,100.0,1.0,100.0,4.8,4.85,4.85,4.75,4.85,4.98,4.8,1.17
5877,1.0,1.0,2.0,2.0,60.0,60.0,2.0,60.0,5.0,4.96,4.92,5.0,5.0,5.0,4.96,0.63
5878,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.69,4.81,4.65,4.9,4.88,5.0,4.73,1.01
5879,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.79,4.86,4.76,4.9,4.9,4.98,4.81,3.12
5880,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,5.0,5.0,5.0,5.0,5.0,5.0,2.67
5881,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.9,4.57,4.9,4.9,4.9,4.8,0.7
5882,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.81,4.83,4.85,4.85,4.81,4.72,1.07
5883,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.92,4.85,4.93,4.95,4.99,4.88,3.79
5884,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.9,4.88,4.96,4.95,4.97,4.83,3.59
5885,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.63,4.73,4.58,4.8,4.78,4.9,4.72,1.4
5886,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.79,4.92,4.9,4.85,4.88,5.0,4.88,1.04
5887,0.9,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5888,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.72,4.81,4.77,4.86,4.93,4.81,4.74,0.88
5889,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.79,4.89,4.73,4.93,4.94,4.96,4.91,1.92
5890,1.0,1.0,1.0,1.0,1000.0,1000.0,1.0,1000.0,4.89,4.96,4.96,4.92,4.88,4.87,4.9,2.26
5891,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.85,4.91,4.84,4.98,4.99,4.98,4.85,3.72
5892,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.92,4.74,5.0,5.0,4.97,4.92,0.78
5893,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.88,4.88,4.69,4.98,5.0,5.0,4.83,1.17
5894,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,4.96,5.0,0.51
5895,1.0,1.0,3.0,3.0,360.0,360.0,3.0,360.0,4.94,4.94,5.0,4.94,4.94,4.78,5.0,0.36
5896,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.95,5.0,4.98,5.0,4.96,4.88,5.0,1.12
5897,1.0,1.6,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.81,4.85,4.89,4.89,4.94,4.96,4.81,2.07
5898,0.9,2.0,1.0,1.0,10.0,10.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5899,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.93,4.94,4.96,4.99,4.98,4.89,3.74
5900,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.96,4.97,5.0,4.98,4.94,4.98,4.91,1.89
5901,0.96,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.81,4.89,4.9,4.95,4.86,4.95,4.91,2.27
5902,0.9,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5903,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,4.8,4.8,5.0,5.0,5.0,0.12
5904,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.86,4.9,4.71,5.0,4.57,5.0,4.86,0.24
5905,0.9,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.88,4.96,4.92,4.94,4.76,4.98,4.8,1.13
5906,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.83,4.83,4.87,4.83,4.83,5.0,4.91,0.46
5907,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.74,4.79,4.83,4.77,4.74,4.83,4.72,2.64
5908,1.0,1.0,1.0,1.0,15.0,15.0,1.0,15.0,4.96,4.95,4.95,5.0,5.0,4.95,4.96,1.12
5909,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.86,4.89,4.94,4.92,4.92,4.97,4.88,2.93
5910,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.83,5.0,4.33,5.0,5.0,5.0,4.83,0.12
5911,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.73,4.88,4.79,4.91,4.85,4.84,4.79,1.98
5912,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.87,4.93,4.87,4.93,4.87,4.97,4.9,0.59
5913,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.63,4.78,4.95,4.79,4.84,4.95,4.63,0.38
5914,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.92,4.97,4.95,4.92,4.95,5.0,4.87,0.76
5915,1.0,2.0,1.0,1.0,60.0,60.0,1.0,60.0,4.7,4.78,4.71,4.79,4.87,4.87,4.73,3.61
5916,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.78,4.84,4.83,4.88,4.99,4.85,4.74,2.29
5917,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,5.0,4.92,4.97,5.0,4.95,4.95,0.79
5918,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.76,4.9,4.69,4.9,4.98,4.98,4.75,1.03
5919,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.84,4.95,5.0,5.0,4.97,4.79,0.76
5920,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.75,4.83,4.81,4.94,4.92,5.0,4.78,0.81
5921,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.8,4.9,5.0,4.9,4.9,4.9,4.8,0.1
5922,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.76,4.87,4.65,4.98,4.98,5.0,4.76,0.93
5923,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,4.97,5.0,4.97,5.0,4.95,0.81
5924,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.91,5.0,4.95,5.0,4.86,4.82,0.45
5925,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.93,4.76,4.85,4.92,4.97,4.85,2.38
5926,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.89,4.91,4.9,4.95,4.99,4.99,4.91,3.1
5927,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.85,4.93,4.91,4.98,4.96,4.89,4.94,1.69
5928,0.91,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.75,4.84,4.88,4.87,4.56,4.73,4.75,4.17
5929,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.96,4.93,4.94,4.83,4.96,4.83,4.96,1.43
5930,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.1
5931,1.0,1.0,1.6,1.9,30.0,30.0,1.8,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5932,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.52,4.9,4.78,4.62,4.59,4.79,4.67,2.03
5933,1.0,3.0,1.0,1.0,29.0,99.0,1.0,93.2,5.0,4.96,4.96,5.0,5.0,4.96,4.96,0.53
5934,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,5.0,5.0,4.86,5.0,5.0,4.93,5.0,0.28
5935,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.89,5.0,4.84,5.0,4.95,4.95,4.95,0.38
5936,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.61,4.83,4.39,4.87,4.83,4.78,4.74,0.46
5937,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.86,4.93,4.64,4.93,5.0,4.93,4.79,0.29
5938,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.89,4.89,4.93,4.85,4.87,4.96,4.96,0.96
5939,0.9,1.0,1.6,1.9,30.0,30.0,1.8,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5940,0.94,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.68,4.83,4.65,4.82,4.74,4.78,4.74,1.4
5941,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.85,4.92,4.92,5.0,4.92,5.0,4.92,0.28
5942,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5943,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.79,4.85,4.72,4.83,4.82,4.79,4.78,3.67
5944,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.75,4.75,4.69,4.92,4.83,4.92,4.64,1.32
5945,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.98,4.93,4.98,4.98,4.76,4.93,0.94
5946,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.96,4.98,4.96,5.0,5.0,5.0,4.98,0.97
5947,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5948,0.9,1.0,1.6,5.0,180.0,180.0,5.0,180.0,4.33,4.83,4.33,5.0,4.5,4.83,4.8,0.13
5949,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.99,4.99,4.98,4.99,4.97,5.0,4.98,2.77
5950,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0.07
5951,0.89,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.63,4.77,4.6,4.93,4.77,5.0,4.6,1.29
5952,1.0,2.0,1.0,2.0,1125.0,1125.0,1.9,1125.0,4.84,4.91,4.78,4.87,4.91,4.98,4.76,0.96
5953,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.74,4.85,4.76,4.89,4.9,4.94,4.75,3.94
5954,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.81,4.73,4.87,4.9,4.95,4.72,1.4
5955,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.68,4.81,4.71,4.87,4.87,4.94,4.69,3.52
5956,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.66,4.73,4.68,4.86,4.93,4.94,4.66,1.4
5957,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.65,4.78,4.69,4.82,4.9,4.91,4.71,4.12
5958,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.66,4.83,4.72,4.84,4.87,4.92,4.7,1.4
5959,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.64,4.7,4.65,4.9,4.87,4.83,4.63,3.99
5960,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5961,0.9,2.0,1.6,5.0,7.0,7.0,5.0,7.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5962,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.81,4.89,4.91,4.93,4.91,4.95,4.91,3.96
5963,1.0,3.0,2.0,2.0,30.0,30.0,2.0,30.0,4.85,4.9,4.81,4.99,4.93,4.91,4.76,1.39
5964,0.9,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5965,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.83,4.92,4.87,4.97,4.97,5.0,4.85,2.17
5966,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.98,4.98,4.97,4.98,5.0,4.97,4.83,1.65
5967,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.77,4.88,4.8,4.86,4.87,4.92,4.82,2.89
5968,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
5969,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.86,5.0,5.0,5.0,5.0,4.93,4.79,2.92
5970,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22
5971,0.92,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.69,4.75,4.94,4.56,4.88,4.94,4.75,0.32
5972,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.86,5.0,5.0,5.0,4.93,5.0,4.93,0.31
5973,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.57,4.61,4.61,4.96,4.87,4.96,4.57,0.48
5974,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.73,4.79,4.91,4.89,4.92,4.67,4.66,2.3
5975,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.04
5976,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.95,4.93,4.93,4.97,4.98,4.71,4.85,1.21
5977,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.75,4.96,4.93,4.96,5.0,4.71,4.71,0.6
5978,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.69,4.83,4.91,4.88,4.7,4.77,4.73,1.3
5979,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.93,4.93,4.86,4.86,5.0,4.93,4.93,0.28
5980,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.56,4.56,4.56,5.0,5.0,4.78,4.44,0.18
5981,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.83,4.83,4.83,4.83,4.83,4.5,4.8,0.16
5982,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.83,4.83,5.0,4.91,4.91,4.78,4.65,0.46
5983,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.97,4.97,4.97,4.99,5.0,4.99,4.92,1.64
5984,1.0,2.0,1.6,5.0,90.0,90.0,5.0,90.0,4.96,5.0,4.96,4.91,5.0,4.96,4.93,1.11
5985,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.5,4.9,4.5,4.9,4.9,4.75,4.8,0.09
5986,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.98,5.0,4.95,4.95,4.93,4.98,4.84,0.88
5987,0.9,1.0,1.6,1.9,120.0,120.0,1.8,120.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5988,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.98,5.0,4.95,5.0,5.0,5.0,4.98,1.98
5989,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.57,4.65,4.8,4.87,4.83,4.91,4.61,0.46
5990,0.9,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
5991,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.93,5.0,4.94,4.96,4.96,4.91,1.43
5992,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.92,4.86,4.86,4.76,4.78,4.68,4.89,0.74
5993,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.93,4.89,4.89,4.98,4.98,4.98,4.93,0.92
5994,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.82,4.86,4.73,4.91,4.86,4.77,4.77,0.44
5995,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.91,4.95,4.95,4.95,4.98,4.69,4.9,3.85
5996,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.8,4.8,4.6,4.6,4.6,4.6,0.39
5997,1.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
5998,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.94,4.94,5.0,4.89,5.0,5.0,4.89,0.37
5999,0.9,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.69,5.0,4.92,4.92,5.0,4.54,4.92,0.26
6000,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.94,4.92,4.89,4.94,5.0,4.94,4.92,0.74
6001,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.76,4.8,4.76,4.82,4.82,4.88,4.86,1.04
6002,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.93,4.87,4.95,4.94,4.94,4.86,3.21
6003,0.9,1.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,5.0,5.0,4.88,5.0,5.0,4.75,5.0,0.16
6004,0.95,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.84,4.93,4.82,4.89,4.82,4.84,4.84,1.4
6005,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.6,4.75,4.35,4.92,4.79,4.75,4.35,1.06
6006,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.83,4.78,4.78,4.78,4.83,4.91,4.78,0.48
6007,1.0,1.0,3.0,3.0,7.0,7.0,3.0,7.0,4.83,4.87,4.83,4.97,4.87,4.93,4.8,0.61
6008,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.33,5.0,5.0,5.0,4.67,5.0,5.0,0.06
6009,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,4.88,5.0,5.0,5.0,5.0,5.0,0.35
6010,1.0,1.6,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.88,4.69,4.84,4.87,4.77,4.8,1.4
6011,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.78,5.0,4.89,4.89,4.89,5.0,4.89,0.49
6012,0.9,1.0,2.0,2.0,20.0,20.0,2.0,20.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.2
6013,1.0,2.0,1.6,5.0,8.0,8.0,5.0,8.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
6014,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.88,4.87,4.95,4.96,4.88,4.82,1.74
6015,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.68,4.63,4.43,4.84,4.77,4.79,4.66,1.12
6016,0.9,1.0,1.0,1.9,1125.0,1125.0,1.8,1125.0,4.89,4.94,4.94,4.89,4.94,4.84,4.84,3.59
6017,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.89,4.94,4.94,4.89,4.94,4.94,4.94,0.36
6018,1.0,2.0,3.0,3.0,365.0,365.0,3.0,365.0,4.57,4.86,4.71,4.86,4.57,4.71,4.57,0.16
6019,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.86,4.83,4.9,4.86,4.97,4.72,0.58
6020,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.04
6021,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,4.8,5.0,4.9,4.8,0.2
6022,0.9,2.0,3.0,3.0,30.0,30.0,3.0,30.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.04
6023,0.98,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.65,4.78,4.65,4.78,4.84,4.93,4.67,3.77
6024,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.71,4.76,4.88,4.71,4.82,4.82,4.47,1.13
6025,0.9,1.0,2.0,2.0,26.0,26.0,2.0,26.0,4.67,5.0,5.0,5.0,5.0,5.0,4.67,0.06
6026,1.0,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,0.28
6027,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,5.0,4.8,5.0,5.0,4.9,4.8,0.23
6028,0.98,2.0,1.0,1.0,27.0,27.0,1.0,27.0,4.73,4.79,4.66,4.95,4.82,4.95,4.79,1.11
6029,0.97,1.0,1.0,1.0,14.0,14.0,1.0,14.0,4.97,4.94,4.79,4.95,4.97,4.98,4.95,1.26
6030,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.84,4.77,4.94,4.81,4.87,4.84,4.81,0.65
6031,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.81,4.92,4.81,4.89,4.92,4.95,4.89,0.78
6032,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.89,4.94,4.97,4.86,4.83,5.0,4.83,0.72
6033,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.52,4.65,4.48,4.76,4.65,4.51,4.65,1.51
6034,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.04
6035,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.84,4.88,4.88,4.94,4.94,4.78,0.65
6036,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.83,4.79,4.86,4.65,4.97,4.9,4.91,1.59
6037,1.0,3.0,2.0,3.0,1125.0,1125.0,2.7,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
6038,1.0,1.6,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.42,4.7,4.8,4.61,4.73,4.94,4.61,0.67
6039,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.43,4.71,4.8,4.86,4.86,4.57,4.43,0.14
6040,0.98,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.72,4.84,4.79,4.9,4.88,4.99,4.75,3.99
6041,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.63,4.88,4.34,4.94,4.9,4.84,4.73,1.37
